name,description
C3259633,very very carefully
C3260027,occured during hospitalization
C3260349,disease stg
C3260576,smoking tobacco
C3260940,airbag deployment
C3260967,take oral intake
C3261000,procedure attempts
C3261091,EMS response
C3261097,MS times
C3261285,level of responsiveness
C3261322,EMS vital signs
C3262229,Primary
C3262232,Secondary cause of death
C3262636,cardiology for cardiology
C3262831,City
C3262877,endocrinologist.  Endocrinologist
C3263606,Program referral
C3263685,hormonal imbalance
C3263710,Donor
C3263723,wound
C3265310,sage
C3265788,ASPERDRINK
C3265883,Inlyta
C3266038,epithelialization
C3266136,Every day
C3266241,transition of care
C3266799,Wound dressing
C3266809,LDL < 100
C3266857,Positive Pressure Ventilation
C3266910,in Surgery
C3267179,Still's murmur
C3267462,Solution - 1 Solution
C3267508,Pertuss
C3267876,Arthritis
C3268049,Garlique
C3272191,Sustane
C3272220,Allergan
C3272237,actemra
C3272249,Pericardial Stripping
C3272281,Low Risk
C3272283,High Risk
C3272310,computed tomography angiography
C3272327,Pradaxa
C3272354,Periactin
C3272362,Clearing
C3272558,chemical
C3272563,Commercial
C3272564,Development
C3272607,Colorectal NP
C3272615,CDR Regulation
C3272640,linagliptin
C3272670,Stage 0
C3272672,Stage IA
C3272675,Stage IB
C3272678,Stage IC
C3272680,Stage IIA
C3272681,Stage IIB
C3272683,Stage IIIA
C3272684,Stage IIIB
C3272685,Stage IIIC
C3272690,Stage IVB
C3272790,Rectal T
C3272840,meningococcal
C3272888,Clarityn
C3272919,Target Cells
C3272921,Thyroid Peroxidase
C3272939,hemosiderin
C3273048,Peripheral IV
C3273089,Childhood Rickets
C3273110,intracutaneous
C3273162,Carrier
C3273171,Reprint
C3273178,Leaflets
C3273186,consumed
C3273187,Professional
C3273189,submission
C3273336,Solumed
C3273442,crescendo
C3273464,Microspheres
C3273588,pre-filled pen
C3273710,Sulfonylurea
C3273746,Terconazole
C3273901,Palmitate
C3274161,Allergen
C3274393,a Factor V
C3274572,containing mouthwash
C3274649,Probable C
C3274659,Model number
C3274786,Bradycardia Arrest
C3274836,capecitabine
C3274920,you short of breath
C3274924,Cough
C3274935,have a good appetite
C3274940,have trouble concentrating
C3275086,Home Hospice
C3275119,Cardiovascular Surgery
C3275128,Gatiflox
C3275158,Helping
C3275179,Monos
C3275205,sterol
C3275277,Card
C3275297,Cl-68
C3275312,foramen ovale closure
C3275369,illegible handwriting
C3275417,ragged red fibers
C3275490,Sylvian fissures
C3275580,neurologic involvement
C3275899,Echogenic kidneys
C3276050,increased white matter
C3276087,elevated inflammatory markers
C3276122,Marked cachexia
C3276192,dystrophic changes
C3276197,Fatty replacement
C3276433,Decreasing responsiveness
C3276464,Increased cholesterol
C3276616,poor communication
C3276759,slight clubbing
C3276815,indurated skin
C3276906,Diffuse osseous demineralization
C3276943,"hypertension, mild"
C3277059,bilateral congenital cataracts
C3277115,Severe kyphosis
C3277124,prominent joint
C3277161,Scant hair
C3277164,Fibrotic lung disease
C3277226,restrictive ventilatory defect
C3277428,severe viral infection
C3277580,Mild cognitive decline
C3277591,Food impaction
C3277772,No overt seizures
C3277895,hypodensity of white matter
C3277896,prominent venous pattern
C3277906,Cardiac dysfunction
C3277934,anomalous
C3277984,underdevelopment
C3278025,Cerebellar tonsillar herniation
C3278123,severe hydrocephalus
C3278126,cortical thinning
C3278145,Hirsute face
C3278184,bulbar symptoms
C3278191,Mild ataxia
C3278194,generalized slowing
C3278323,Flattening of the L
C3278433,wrist dislocation
C3278799,Severe chronic lung disease
C3278803,"failure, mild to moderate"
C3278923,ventriculomegaly
C3278953,Axonal polyneuropathy
C3279142,diffuse white matter
C3279170,sacral crease
C3279186,joint osteoarthritis
C3279188,spondylysis
C3279217,repolarization abnormalities
C3279237,sluggish pupillary reflex
C3279336,"gluconeogenesis is
impaired"
C3279625,"chronic pulmonary
insufficiency"
C3279677,gyral simplification
C3279725,flexor weakness
C3279880,diminished visual acuity
C3279887,Decreased speech
C3279954,truncal instability
C3280020,Developmental dysplasia of the hip
C3280432,No liver disease
C3280463,melanophages
C3280496,abundant cytoplasm
C3280497,prominent nucleoli
C3280565,regenerating fibers
C3280662,little spontaneous movements
C3280724,Lymphocytic vasculitis
C3280831,Dilated bowel
C3280839,Low resting heart rate
C3280955,septal formation
C3280967,the subarachnoid space
C3281005,arterial attenuation
C3281035,slow background
C3281232,saccadic movements
C3282376,Supreme
C3282511,clear days and days
C3282574,Vertical
C3282906,intrapleural
C3282907,Nasogastric
C3463806,television
C3463807,-Video
C3463815,Fatigue
C3463824,myelopoiesis
C3463878,88 SODIUM
C3464181,Proctosol
C3464780,Encore
C3467963,Allergic
C3468050,ANAPLASTIC (MALIGNANT) MENINGIOMA.WHO
C3469520,modified barium swallow
C3469597,medication administration
C3472181,severe dehydration
C3472234,traumatic hemorrhage
C3472347,Mammography
C3472614,Plasmablastic Lymphoma
C3472752,-Topical
C3474497,Axonal
C3476094,LOC commands
C3476095,LOC questions
C3476118,Motor arm
C3476119,Motor leg
C3476206,health is excellent
C3476347,cell phone number
C3476507,service requested
C3476657,Troubleshooting
C3481518,inversions
C3481646,Extinction and inattention
C3482256,Best gaze
C3482264,Best language
C3482667,additional concerning
C3483147,Lacrimal
C3483475,Hepatitis B vaccination received
C3483821,date close
C3483965,stay closed
C3484164,arteriovenous graft status
C3484186,Breath sounds
C3484363,Left ventricular hypertrophy
C3484364,the posterior segment
C3484366,the anterior segment
C3484376,be external
C3484530,Beef liver
C3486577,Poison Sumac Extract
C3486618,Hydroxide/Mg Hydroxide
C3489393,hiatal hernia
C3489575,Senna
C3489669,Foley Catheterization
C3491414,-aspirin
C3491417,ibuprofen
C3491856,R-CHOP chemotherapy
C3492701,quetiapine
C3494187,FACTOR VIII DEFICIENCY
C3494253,narrow-band imaging
C3494260,invention
C3494348,Channel Blockers
C3494403,Tertiary Care
C3494508,Stress Test
C3494625,heavy tobacco smoke
C3495140,Port-A-Cath
C3495141,coronary vein
C3495388,aspirator
C3495389,chemical analysis
C3495411,orbital area
C3495426,Homocysteinemia
C3495440,breakthrough bleeding
C3495441,primary motor cortex
C3495442,Phantom Pain
C3495449,transported
C3495559,"juvenile idiopathic
arthritis"
C3495566,reflux nephropathy
C3495801,wegener's granulomatosis
C3495916,myocardial hypertrophy
C3496014,matter-white matter
C3496040,cingulate region
C3496069,cocaine use
C3496256,anterior cingulate
C3496275,nucleus
C3496281,primary somatosensory cortex
C3496374,frontal white matter
C3496376,right white matter
C3496378,parietal white matter
C3496379,temporal white matter
C3496404,insular region
C3496407,lateral orbital
C3496484,medial orbital
C3496509,hippocampal regions
C3496562,cortical and white matter
C3496611,tobacco smoking status
C3496723,naloxone 1
C3496728,naloxone 3
C3496939,median raphe
C3499198,area 12
C3500337,Ammonia
C3500455,polyethylene glycol 1
C3501621,for for f
C3502507,2112-12-1
C3503747,Medroxyprogesterone acetate
C3504495,endograft
C3505293,Medronate
C3508472,mild concussion
C3509486,Transcatheter Aortic Valve Implantation
C3515769,Chest CT with Contrast
C3526553,DTAP
C3526598,psychiatric services
C3528671,Molecular
C3528843,Evercare
C3528955,Susp Suspension
C3530466,liquis
C3530538,Oragesic
C3531316,budesonide 9
C3531686,ginkgo biloba
C3531751,tolerating oral fluids
C3532496,Orocutaneous fistula
C3533173,other congenital anomalies noted
C3533795,PA for PE
C3533909,Cancer Dx
C3534099,periwound
C3534100,"fluid, fluid"
C3534379,Newborn hearing
C3534430,Serum glucose
C3534574,young Rehabilitation
C3534698,in current status
C3534762,neuropsychiatry for neuropsychiatric
C3536397,-metoprolol succinate 200
C3536398,-METOPROLOL SUCCINATE 25
C3536399,-METOPROLOL SUCCINATE 100
C3536400,-metoprolol succinate 50
C3536709,corticosteroid
C3536710,Progestin
C3536711,anticoagulants
C3536713,Acute Lateral MI
C3536724,filaria
C3536730,stumbled
C3536731,passages
C3536742,catecholamine
C3536746,anterior MI
C3536754,Proton Pump Inhibitor
C3536794,sad
C3536808,Mucolytics
C3536809,antihistaminic
C3536819,Tricyclic Antidepressant
C3536820,Aromatase Inhibitor
C3536832,medical air
C3536834,Sulfonate
C3536840,NSAIDs
C3536842,antidiarrheal
C3536843,antidote
C3536849,Barbiturates
C3536850,Benzodiazepine
C3536851,Calcium Channel Blocker
C3536852,cannabinoid
C3536853,"Carbonic
Anhydrase Inhibitors"
C3536856,cephalosporins
C3536861,Thiazide Diuretic
C3536863,electrolytes
C3536864,acute disseminating encephalomyelitis
C3536870,gonadotropin
C3536873,immunoglobulin G
C3536880,Nicotinic Acid
C3536885,Parathyroid Hormone
C3536886,Phenothiazines
C3536891,retinoid
C3536897,Sulfone
C3536899,commensal
C3536908,Omega-3 Fatty Acid
C3536917,mercury compounds
C3536939,Methylxanthine
C3536949,Androgel
C3536950,antimetabolite
C3536964,rotavirus
C3536965,sulfate
C3536983,hypophosphatemic rickets
C3536991,Acute Inferior MI
C3536993,antiemetics
C3537001,ALT-71
C3537004,Anticholinergic
C3537035,Kinase inhibitor
C3537050,Anti-coagulation
C3537055,pilonidal abscess
C3537065,Vasodilation
C3537104,NNRTIs
C3537125,a LIFE THREATENING
C3537136,inervals
C3537143,Macrolide
C3537155,NPlate
C3537160,"appetite stimulation.
2"
C3537168,antianginal
C3537171,Lactic acid
C3537240,Vasodilatory
C3537249,Vitamin D
C3537307,Anticholinergics
C3537508,ivermectin
C3537736,Once A Day
C3538302,TRIPLEFLEX
C3538412,Moduretic
C3538418,Kombiglyze
C3538421,NovoLOG Mix
C3538423,HumuLIN
C3538426,Corzide
C3538743,Morphology
C3538749,Myeloma
C3538785,Mesothelioma
C3538805,Anal Cancer
C3538861,Sideroblastic
C3538899,Vulvar Cancer
C3538923,Enema
C3538935,procedures
C3538976,Weak
C3539018,Melanoma
C3539032,AV Fistulogram
C3539064,Cervical Cancer
C3539065,-amphetamine
C3539112,hydantoin derivatives
C3539125,OTHER
C3539174,beta-lactamase inhibitor
C3539181,combination
C3539185,Corticosteroids
C3539186,her hormone
C3539532,Adrenal Cancer
C3539655,vFINDINGS
C3539771,phytomenadione
C3539780,erythroblasts
C3539781,Progressive Disease
C3539878,Triple Negative Breast Cancer
C3539919,transarterial chemoembolization
C3539946,amino acids
C3539950,Vaginal Cancer
C3539984,Peroxide
C3540008,various
C3540017,Enzymes
C3540024,Carbamate
C3540029,various combinations
C3540032,Vitamin
C3540034,Ether
C3540042,muscle relaxant
C3540047,Fluoroquinolones
C3540048,"a
ENZYMES"
C3540542,Flare
C3540570,CLOSTRIDIUM DIFFICILE TOXIN
C3540583,Neuroblastoma
C3540608,Renal Cell Carcinoma
C3540616,Retinoblastoma
C3540630,Small Cell Lung Cancer
C3540676,blockade
C3540680,mastocytosis
C3540682,Weight loss
C3540686,Basal Cell Carcinoma
C3540698,animal
C3540699,Anti-androgens
C3540777,Glucocorticoids
C3540782,Methyldopa
C3540789,Local anesthetics
C3540792,MAGNESIUM
C3540798,food
C3540799,flower
C3540800,Lithium
C3540851,Chondrosarcoma
C3541213,Prolonged rupture of membranes
C3541224,CD11b
C3541264,Prostate Cancer
C3541306,Plasmodium
C3541337,Thyroid Cancer
C3541348,Discharge Disposition
C3541370,Acute Myeloid Leukemia
C3541382,text
C3541386,Estrogens
C3541395,mineralocorticoids
C3541396,Zinc
C3541397,oil
C3541398,textiles
C3541407,organic acids
C3541459,Pap Smear
C3541877,dextrocardia
C3541930,blocking agents
C3541941,electrolyte solution
C3541955,xanthines
C3541956,prothrombin complex
C3541957,Thiazolidinediones
C3541959,Sodium
C3541961,carbonic anhydrase inhibitor
C3541971,Fluoride
C3542412,Colorectal Cancer
C3542426,inferior MI
C3542435,Uterine Cancer
C3542501,AIDP
C3543419,voluntary
C3543425,thiosulfate
C3543842,tonic
C3544315,septal Q waves
C3546669,response to diuretic
C3546679,stomal opening
C3549465,bulbous tip
C3549487,a venous malformation
C3549490,Coarsened trabeculae
C3549923,sclerotic glomeruli
C3549931,sensory defects
C3550150,Recurrent thrombophlebitis
C3550269,reactive gliosis
C3550281,scattered white matter
C3550450,rudimentary
C3550455,necrotic fingertips
C3550480,Widening of the ventral
C3550597,oral hypotonia
C3550729,cisterna magna
C3550852,Long limbs
C3550955,"skin unremarkable
HEENT unremarkable"
C3551138,lack of inflammation
C3551356,Restrictive physiology
C3551521,to language
C3551535,"mitral rugurgitation, mild"
C3552419,Unclear speech
C3552462,tubulopathy
C3552660,Small echogenic kidneys
C3552758,hypopigmented patches
C3552759,hyperpigmented patches
C3552882,slowing of background
C3552908,hyperreflexia
C3552947,generalized stiffening
C3552954,generalized slowing seen on EEG
C3552970,porencephalic change
C3553052,upgaze limitation
C3553130,slow reaction
C3553206,diffuse slowing
C3553207,multifocal spikes
C3553376,or responsiveness
C3553428,continuously elevated
C3553459,current cough
C3553677,midline line
C3553704,High arch
C3553776,hyperchromatic nuclei
C3553789,autonomic involvement
C3553919,Small left ventral
C3554027,unsteady standing
C3554072,prominent sulci
C3554130,encephalomyopathy
C3554250,Elevated right hemidiaphragm
C3554488,Horizontally oriented
C3554497,prominent trabeculation
C3554538,persistent lactic acidosis
C3554550,Systemic inflammatory response
C3554672,osteosclerosis
C3554674,atherosclerosis of the iliac
C3554800,Mild dysmetria
C3556161,-Thrush
C3556187,Pangestyme
C3639196,commands
C3639414,Ova and Parasite
C3639676,Communication - Communication
C3639994,discordant
C3640029,Congenital
C3640047,Antitachycardia pacing
C3640065,TF supplements
C3640698,Mid left anterior descending
C3640705,proximal left anterior descending
C3640764,intermediate risk
C3640807,B supplement
C3640830,"anteroseptal and
inferoseptal"
C3640853,Right superior
C3641146,otoacoustic
C3641247,FDG PET
C3641252,immunoblasts
C3641640,more frequently than usual
C3641717,-Itraconazole
C3641755,constipation
C3641756,diarrhea
C3641758,Worryingly
C3641766,very poor
C3641827,Agreed
C3641828,disagree
C3641841,constant concern
C3641842,to concern
C3641891,Itching
C3641893,changes in taste
C3641895,Dry mouth
C3641921,can eat solid foods
C3642315,Anteroseptal
C3642316,posterior MI
C3642317,Lateral MI
C3642345,Luminal
C3642467,deep inferior epigastric
C3642483,strongly agreed
C3643658,atorvastatin and ezetimibe
C3644200,"Hep A, Hep B"
C3647115,Hyperpigmented papule
C3647143,metastasis to ovary
C3649644,congenital conditions
C3650625,Abnormal uterine bleeding
C3651723,ethanolamine
C3652465,Interferon
C3652495,hepatitis A immunoglobulin
C3652674,-atenolol
C3652748,losartan and amlodipine
C3652755,irbesartan and amlodipine
C3652776,donepezil and memantine
C3652800,Chlorothiazide and potassium
C3652804,lisinopril and amlodipine
C3652805,simvastatin and fenofibrate
C3652806,pravastatin and fenofibrate
C3652905,betamethasone and antibiotics
C3652966,hydrocortisone and antibiotics
C3653034,hydralazine and diuretics
C3653283,propulsive
C3653289,salt solution
C3653304,Streptomycin
C3653320,Inhibitor
C3653427,different preparations
C3653466,corticosteroids
C3653843,further uterotonics
C3653844,other ophthalmologic
C3653853,lipid modifying agents
C3653856,immunosuppressants
C3653881,further chemotherapeutic
C3653883,Centrally acting agents
C3653891,her anxiolytic
C3653915,other antidepressants
C3653939,Her gynecological
C3653948,her urological
C3654002,containing products
C3654004,Iodine therapy
C3654042,other antiemetics
C3655214,one fungal culture
C3656097,Osmol gap
C3656118,to prenatal care
C3658146,elutin
C3658209,phospholipase A2 inhibitor
C3658255,trichome
C3658283,Delusional Parasitosis
C3658795,decitabine
C3659087,-irinotecan
C3662011,Meralgia Paresthetica
C3662986,nitrogen 30
C3663777,ACETYLCARNITINE
C3664984,Neuromed
C3665309,corset
C3665346,Loss of Vision
C3665347,vision loss
C3665349,hypothyroidism secondary
C3665358,o galactorrhea
C3665365,ASCVD
C3665370,uterine surgery
C3665378,psychosocial support
C3665380,acute duodenitis
C3665383,calcanectomy
C3665386,visual problems
C3665415,scapular region
C3665418,Labile hypertension
C3665419,brain glioma
C3665420,Cervical Spine
C3665429,current hemorrhagic
C3665444,neutrophilic
C3665472,Chemo
C3665473,bilateral deafness
C3665478,chemotherapy administration
C3665596,WARTS
C3665652,Mixed Hyperlipidemia
C3665674,Oxygen Therapy
C3665684,Zeasorb
C3665783,Obstructive shock
C3665868,Strictureplasty
C3665983,Oral aversion
C3669012,fetal diagnosis
C3669017,exercise activity
C3669021,Air bronchogram
C3669027,Distal phalanx
C3669035,Proximal phalanx
C3669151,Cystourethroscopy
C3669168,She quit smoking
C3669169,state recorded
C3669207,Nasal Swab
C3669312,Discharge instructions
C3669346,Last drank alcohol
C3669351,other identified
C3670763,Subcutaneous edema
C3671182,Consistency
C3671554,diarrhea much
C3683557,Urea Nitrogen
C3687742,Oropharyngeal Swallow
C3687832,Drugs
C3692637,-Sleep
C3693482,Giant cell fibroblastoma
C3694424,dwelling
C3694624,systolic aortic murmur
C3696954,precapillary pulmonary hypertension
C3697386,Pplat
C3697670,Spinal myoclonus
C3698745,"19
....................................................


Brief"
C3699340,modifying factors
C3699377,eight different
C3699668,Erythropoiesis
C3700964,ketamine
C3709386,tribute
C3712086,cilastatin
C3714496,heave
C3714497,Reactive airway disease
C3714509,nutritional problems
C3714511,bladder abscess
C3714514,infection
C3714524,myxofibrosarcoma
C3714525,esophagocolostomy
C3714536,Social History
C3714540,HIV Antibody
C3714541,FVC
C3714542,of lymphosarcoma
C3714552,weaknes
C3714556,Papilla
C3714561,Tracheoesophageal fistula
C3714578,attached
C3714581,multicystic kidneys
C3714582,chemical pneumonitis
C3714585,bigeminy
C3714602,Staphylococcal toxic shock syndrome
C3714605,pain sensation
C3714614,distension
C3714622,jaw injury
C3714625,neuropathic pain
C3714636,pneumonia
C3714644,thymus tumor
C3714651,"Papillary carcinoma, follicular variant"
C3714655,On IV
